spu_id	product_name	asset_path	stored_file	file_size
9540000000000000031	内蒙古羔羊肉卷 约300g/份	肉禽蛋/内蒙古羔羊肉卷 约300g-份.jpg	26e8ab5d-67fd-5438-82c7-0074ea3b4cbb.jpg	97609
9540000000000000032	内蒙古羔羊排 约600g/份	肉禽蛋/内蒙古羔羊排 约600g-份.jpg	c2ae8584-af58-59bf-8123-0e72a7cc899e.jpg	62633
9540000000000000033	温氏三黄鸡 1只 约1kg	肉禽蛋/温氏三黄鸡 1只 约1kg.jpg	aab20876-68c4-594e-aa88-0e1dc67b9c59.jpg	42343
9540000000000000034	单冻鸡胸肉 约500g/袋	肉禽蛋/单冻鸡胸肉 约500g-袋.jpg	aa338aaf-580a-5a96-b192-bbcc790befb3.jpg	56333
9540000000000000035	正大鲜鸡蛋 10枚装 约500g	肉禽蛋/正大鲜鸡蛋 10枚装 约500g.jpg	2d751244-d448-51e1-a348-60a48e06e3d5.jpg	58831
9540000000000000036	红泥咸鸭蛋 6枚装 约360g	肉禽蛋/红泥咸鸭蛋 6枚装 约360g.jpg	d9d7844b-7a20-5b6c-86be-0a49065cb296.jpg	251933
9540000000000000037	鲜活河虾 约250g/份	海鲜水产/鲜活河虾 约250g-份.jpg	38199a9b-2470-5865-ada7-db259f7e408a.jpg	92605
9540000000000000038	鲜活肉蟹 1只 约400g	海鲜水产/鲜活肉蟹 1只 约400g.jpg	b83ab7f9-4f61-5ec9-bffd-ad0e3bd4b61d.jpg	257215
9540000000000000039	冰鲜三文鱼刺身段 约200g/盒	海鲜水产/冰鲜三文鱼刺身段 约200g-盒.jpg	eb22e3f1-6e4e-56fc-b7cf-f8c3728d3dff.jpg	111717
9540000000000000040	冰鲜大黄鱼 1条 约500g	海鲜水产/冰鲜大黄鱼 1条 约500g.jpg	5e949170-6408-5936-a2d0-abcfba1f403b.jpg	205823
9540000000000000041	冷冻白虾仁 约250g/袋	海鲜水产/冷冻白虾仁 约250g-袋.jpg	66602ae6-c0fd-56e3-ad20-8337595e7f36.jpg	60853
9540000000000000042	鲜活花蛤 约500g/份	海鲜水产/鲜活花蛤 约500g-份.jpg	f581e529-0bcc-5acd-890d-13babe4b13af.jpg	110441
9540000000000000043	阿根廷红虾 2kg/盒	海鲜水产/阿根廷红虾 2kg-盒.jpg	0452355d-193b-5fe1-9b98-333f2e1455e4.jpg	162594
9540000000000000044	越南巴沙鱼片 约300g/袋	海鲜水产/越南巴沙鱼片 约300g-袋.jpg	06eccc45-5f57-5d6d-89c1-f2fc3e465c3b.jpg	112594
9540000000000000045	悦航优鲜 全脂鲜牛奶 950ml	乳品烘焙/悦航优鲜 全脂鲜牛奶 950ml.jpg	308f143f-b208-54ea-887e-fbf4760863bc.jpg	143274
9540000000000000046	悦航优鲜 脱脂鲜牛奶 950ml	乳品烘焙/悦航优鲜 脱脂鲜牛奶 950ml.jpg	18394667-2bb3-5601-a4fa-3c70ec34112e.jpg	26325
9540000000000000047	简爱 0添加原味酸奶 135g×3杯	乳品烘焙/简爱 0添加原味酸奶 135g×3杯.jpg	d361d47d-c4d7-5cc3-acf2-567242d2d154.jpg	35721
9540000000000000048	蒙牛冠益乳 草莓味酸奶 250g×3杯	乳品烘焙/蒙牛冠益乳 草莓味酸奶 250g×3杯.jpg	4121b190-9fe2-54b0-99f7-d44dd7cf3ba2.jpg	225150
9540000000000000049	伊利金典 纯牛奶 250ml×10盒	乳品烘焙/伊利金典 纯牛奶 250ml×10盒.jpg	b07be96d-a998-51ea-b7af-9ab2f699d55c.jpg	59733
9540000000000000050	特仑苏 纯牛奶 250ml×10盒	乳品烘焙/特仑苏 纯牛奶 250ml×10盒.jpg	ce669240-4df4-54b4-9162-4e482cdc8048.jpg	103001
9540000000000000051	悦航工坊 爆浆巧克力麻薯 4个装	乳品烘焙/悦航工坊 爆浆巧克力麻薯 4个装.jpg	8d1bd7a8-df8b-5daf-ba99-05b71b043e00.jpg	98552
9540000000000000052	悦航工坊 全麦贝果 3个装	乳品烘焙/悦航工坊 全麦贝果 3个装.jpg	ebef5a7c-1d06-5264-a8c5-93cdc4637faa.jpg	590456
9540000000000000053	悦航大厨 鱼香肉丝快手菜 约350g	熟食预制菜/悦航大厨 鱼香肉丝快手菜 约350g.jpg	c175db19-2690-5168-86b0-edb0951321b6.jpg	190012
9540000000000000054	悦航大厨 宫保鸡丁快手菜 约350g	熟食预制菜/悦航大厨 宫保鸡丁快手菜 约350g.jpg	1486989a-f4c9-5cdb-8c6f-c70b778a70fd.jpg	92086
9540000000000000055	悦航大厨 黑椒牛柳意面 约320g	熟食预制菜/悦航大厨 黑椒牛柳意面 约320g.jpg	116f6ff3-5d79-5948-9356-c244f0a87dc9.jpg	37404
9540000000000000056	悦航大厨 广式豉汁排骨 约400g	熟食预制菜/悦航大厨 广式豉汁排骨 约400g.jpg	e8d7a4f0-27ee-5787-928f-4748bff80a9f.jpg	57397
9540000000000000057	悦航工坊 五香酱牛肉 约200g/盒	熟食预制菜/悦航工坊 五香酱牛肉 约200g-盒.jpg	621f931e-362f-523d-9e38-a990a7d2e21a.jpg	125496
9540000000000000058	悦航工坊 盐水鸭 半只 约600g	熟食预制菜/悦航工坊 盐水鸭 半只 约600g.jpg	8eba70da-8546-54ed-ba0f-223e88258cbe.jpg	19515
9540000000000000059	悦航工坊 鲜虾云吞 20只装 约400g	熟食预制菜/悦航工坊 鲜虾云吞 20只装 约400g.jpg	7865b31b-6842-553f-ac29-a6eac07ac278.jpg	335031
9540000000000000060	悦航工坊 老面馒头 6个装 约480g	熟食预制菜/悦航工坊 老面馒头 6个装 约480g.jpg	75a1b2ae-da71-544c-89c2-37728c585fa9.jpg	458156
9540000000000000061	金龙鱼 东北大米 5kg/袋	米面粮油/金龙鱼 东北大米 5kg-袋.jpg	ae471a67-61d0-5e69-98c4-9277580a34cb.jpg	197985
9540000000000000062	香满园 麦芯小麦粉 2.5kg/袋	米面粮油/香满园 麦芯小麦粉 2.5kg-袋.jpg	b4147e7c-cbeb-5603-94e3-cf4a93471720.jpg	12965
9540000000000000063	悦航优选 有机黄小米 1kg/袋	米面粮油/悦航优选 有机黄小米 1kg-袋.jpg	4de1ff54-a5cb-596c-825b-de40d97c133b.jpg	181944
9540000000000000064	悦航优选 红芸豆 500g/袋	米面粮油/悦航优选 红芸豆 500g-袋.jpg	ddef0e70-5c32-5179-a4f2-e8eec209124d.jpg	27787
9540000000000000065	金龙鱼 压榨一级花生油 4L/桶	米面粮油/金龙鱼 压榨一级花生油 4L-桶.jpg	b1782e99-881f-5a82-b94f-a48d33a7991f.jpg	57686
9540000000000000066	鲁花 5S压榨一级花生油 5L/桶	米面粮油/鲁花 5S压榨一级花生油 5L-桶.jpg	2f09f7ec-77ca-50b7-bf5b-9285f8b85135.jpg	41987
9540000000000000067	海天 金标生抽 1.9L/瓶	米面粮油/海天 金标生抽 1.9L-瓶.jpg	15bad279-be8b-5696-9852-73c734bb2041.jpg	34762
9540000000000000068	太太乐 三鲜鸡精 400g/罐	米面粮油/太太乐 三鲜鸡精 400g-罐.jpg	2fa2df12-c8b7-5cff-a979-89fd8ae2c4ae.jpg	61412
9540000000000000069	洽洽 每日坚果 30日装 750g	休闲零食/洽洽 每日坚果 30日装 750g.jpg	fbaed193-bc98-58a8-b247-29962e7a152c.jpg	455689
9540000000000000070	三只松鼠 碧根果 500g/袋	休闲零食/三只松鼠 碧根果 500g-袋.jpg	ba4af140-30a4-5877-be2d-51dbf25c1fc1.jpg	143664
9540000000000000071	乐事 原味薯片 104g×3连包	休闲零食/乐事 原味薯片 104g×3连包.jpg	39556ada-5532-56e0-9a5e-0735e9038534.jpg	55032
9540000000000000072	好丽友 薯愿原味薯片 104g	休闲零食/好丽友 薯愿原味薯片 104g.jpg	520a7b9a-75be-54fc-8b90-b9fce56a2efc.jpg	92819
9540000000000000073	奥利奥 原味夹心饼干 388g/盒	休闲零食/奥利奥 原味夹心饼干 388g-盒.jpg	be924432-060e-5c71-8dfb-ff34299449ae.jpg	83691
9540000000000000074	盼盼 梅尼耶干蛋糕 1kg/箱	休闲零食/盼盼 梅尼耶干蛋糕 1kg-箱.jpg	2bd66d4c-bf73-5efd-bf6e-6ef49a7e609f.jpg	807426
9540000000000000075	德芙 丝滑牛奶巧克力 252g/盒	休闲零食/德芙 丝滑牛奶巧克力 252g-盒.jpg	3bf9b1d6-0437-5072-9513-55eb8e307c55.jpg	121098
9540000000000000076	徐福记 酥心糖 500g/袋	休闲零食/徐福记 酥心糖 500g-袋.jpg	bd361f5a-89ce-548d-a16f-0b267dabfefb.jpg	378759
9540000000000000077	百草味 芒果干 300g/袋	休闲零食/百草味 芒果干 300g-袋.jpg	d8975494-ae89-5b29-a742-611bdbfa82a9.jpg	62688
9540000000000000078	悦航优选 新疆无核葡萄干 500g/袋	休闲零食/悦航优选 新疆无核葡萄干 500g-袋.jpg	af9089c2-c849-518e-a095-9a871bff04b9.jpg	2723528
9540000000000000079	农夫山泉 饮用天然水 550ml×24瓶	酒水饮料/农夫山泉 饮用天然水 550ml×24瓶.jpg	88cf76b8-46fd-5c10-aea9-0ca6e9138b8d.jpg	18570
9540000000000000080	农夫山泉 饮用天然水 4L×4桶	酒水饮料/农夫山泉 饮用天然水 4L×4桶.jpg	8fc7cdcf-35ed-5be0-8df3-b43331fdd619.jpg	72663
9540000000000000081	可口可乐 500ml×12瓶	酒水饮料/可口可乐 500ml×12瓶.jpg	b21fb9b8-cf3b-56ed-902d-fdc80cf46ccc.jpg	226484
9540000000000000082	元气森林 白桃味气泡水 480ml×6瓶	酒水饮料/元气森林 白桃味气泡水 480ml×6瓶.jpg	eb16f801-4c57-5c21-b3eb-0f78f8851a6d.jpg	12740
9540000000000000083	农夫山泉 NFC橙汁 950ml/瓶	酒水饮料/农夫山泉 NFC橙汁 950ml-瓶.jpg	8d7c1946-cd15-5c56-bb8e-394eb05a2e42.jpg	96018
9540000000000000084	三得利 无糖乌龙茶 500ml×15瓶	酒水饮料/三得利 无糖乌龙茶 500ml×15瓶.jpg	454da1ec-e6be-563b-bd5f-b67329dc0566.jpg	86368
9540000000000000085	青岛啤酒 经典10度 500ml×12听	酒水饮料/青岛啤酒 经典10度 500ml×12听.jpg	fcae3db3-5302-50f5-ab43-6cd50b3ef07a.jpg	82956
9540000000000000086	百威小麦醇正拉罐 500ml×18听	酒水饮料/百威小麦醇正拉罐 500ml×18听.jpg	514878f9-23b8-5a65-9a0a-0638f85e2496.jpg	87719
9540000000000000087	牛栏山 陈酿白酒 42度 500ml	酒水饮料/牛栏山 陈酿白酒 42度 500ml.jpg	44423e72-9fcc-53d4-8c6b-4e01bec8519b.jpg	53761
9540000000000000088	张裕 解百纳干红葡萄酒 750ml	酒水饮料/张裕 解百纳干红葡萄酒 750ml.jpg	fa3ee693-7d85-5326-acde-a06c56121183.jpg	134404
9540000000000000089	海飞丝 去屑洗发露 750ml	个护清洁/海飞丝 去屑洗发露 750ml.jpg	bd7cbaa4-9ab9-5288-8f83-99df5267e334.jpg	47683
9540000000000000090	舒肤佳 沐浴露 720ml	个护清洁/舒肤佳 沐浴露 720ml.jpg	c845c250-5ef6-5332-bccc-d2b0917c8e07.jpg	131369
9540000000000000091	云南白药 牙膏 210g	个护清洁/云南白药 牙膏 210g.jpg	4b7a5b3d-c338-5a4c-a159-cce84b78da66.jpg	47011
9540000000000000092	高露洁 光感白牙膏 180g	个护清洁/高露洁 光感白牙膏 180g.jpg	a525a124-ba29-5043-baf5-837287f9d1d8.jpg	17201
9540000000000000093	维达 棉韧抽纸 3层130抽×24包	个护清洁/维达 棉韧抽纸 3层130抽×24包.jpg	38f65e00-4ec1-52f0-9963-f11bebcda5a6.jpg	94275
9540000000000000094	心相印 厨房湿巾 40抽×3包	个护清洁/心相印 厨房湿巾 40抽×3包.jpg	53164646-f933-53bf-b0f1-5d2fb7281e7d.jpg	44084
9540000000000000095	蓝月亮 洗衣液 3kg/瓶	个护清洁/蓝月亮 洗衣液 3kg-瓶.jpg	7b466830-62a8-5f70-a423-06a5f6ce4973.jpg	139025
9540000000000000096	立白 洗洁精 1.5kg/瓶	个护清洁/立白 洗洁精 1.5kg-瓶.jpg	13d20d35-c04d-54c5-a472-fbe33df34105.jpg	27278
9540000000000000097	美丽雅 点断式保鲜袋 200只/卷	日用百货/美丽雅 点断式保鲜袋 200只-卷.jpg	a51e9872-19cd-58d6-b086-c38c9cd0ecbf.jpg	33103
9540000000000000098	悦航优选 硅胶铲勺三件套	日用百货/悦航优选 硅胶铲勺三件套.jpg	1f0420fd-47f8-5c55-81b8-c3a27c648e69.jpg	25268
9540000000000000099	悦航优选 棉麻收纳袋 三件套	日用百货/悦航优选 棉麻收纳袋 三件套.jpg	442d5833-77c8-5e82-9ad2-0c9dc1cc4cef.jpg	177644
9540000000000000100	悦航优选 折叠收纳箱 30L	日用百货/悦航优选 折叠收纳箱 30L.jpg	4e892efd-ccc2-5570-8f58-9cd1a6db013c.jpg	15979
9540000000000000101	妙洁 一次性纸杯 250ml×50只	日用百货/妙洁 一次性纸杯 250ml×50只.jpg	a53e5dd5-3077-5699-91f6-948f11b3caee.jpg	109404
9540000000000000102	悦航优选 一次性加厚台布 10片	日用百货/悦航优选 一次性加厚台布 10片.jpg	2c9a9652-c7a7-51e0-85ad-5051ed5d0cf9.jpg	141393
9540000000000000103	云南直发 玫瑰混搭花束 10枝	鲜花绿植/云南直发 玫瑰混搭花束 10枝.jpg	2366f862-8b39-5b7c-ae0d-c81d6e31ecd2.jpg	63295
9540000000000000104	云南直发 向日葵鲜切花 5枝	鲜花绿植/云南直发 向日葵鲜切花 5枝.jpg	f40ba0a6-3f02-5a91-8f2b-75d8b5b98567.jpg	157505
9540000000000000105	绿萝盆栽 带盆栽好 苗高约15cm	鲜花绿植/绿萝盆栽 带盆栽好 苗高约15cm.jpg	1ded5713-3dc3-5082-89fe-5cf67c0a9d7e.jpg	378418
9540000000000000106	多肉植物组合盆栽 3棵装	鲜花绿植/多肉植物组合盆栽 3棵装.jpg	b29b4db5-08db-5eb7-82b3-a7e752107626.jpg	209872
